hotel_name,date,ADR,ADR_Competition,Occupancy_%,Occupancy_Competition_%,Rooms_Available,Rooms_Sold,Justification
Premier Inn Al Furjan,06/10/2025,254.45,267.59,79.9,77.7,304,243,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,07/10/2025,252.07,291.79,75.3,72.0,304,229,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,08/10/2025,294.62,291.49,74.4,73.7,304,226,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,09/10/2025,259.48,288.1,70.0,67.4,304,213,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,10/10/2025,279.36,303.95,77.8,74.8,304,237,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,11/10/2025,293.32,299.97,80.9,86.0,304,246,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Softer pickup due to competitive pressure or demand compression.
Premier Inn Al Furjan,12/10/2025,264.9,281.95,75.7,78.4,304,230,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,13/10/2025,291.57,304.73,74.2,73.8,304,226,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,14/10/2025,284.93,284.25,71.6,70.9,304,218,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,15/10/2025,259.63,284.71,84.6,81.8,304,257,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,16/10/2025,295.36,293.34,73.4,69.9,304,223,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,17/10/2025,254.96,279.69,81.7,78.6,304,248,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,18/10/2025,286.69,304.45,78.8,80.0,304,240,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,19/10/2025,271.38,275.14,80.0,76.2,304,243,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,20/10/2025,276.94,281.26,76.2,73.3,304,232,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,21/10/2025,285.22,296.93,75.9,73.1,304,231,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,22/10/2025,268.97,293.7,71.0,70.2,304,216,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,23/10/2025,303.43,301.22,68.2,70.8,304,207,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,24/10/2025,280.57,314.11,82.3,81.7,304,250,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,25/10/2025,289.15,317.23,86.0,83.7,304,261,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,26/10/2025,247.22,290.34,69.6,67.6,304,212,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,27/10/2025,259.46,290.31,73.9,70.9,304,225,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,28/10/2025,276.38,293.05,74.8,76.4,304,227,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,29/10/2025,294.35,285.12,74.0,74.3,304,225,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,30/10/2025,271.18,308.15,82.6,76.5,304,251,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Strong conversion resulting from effective pricing and channel strategy.
Premier Inn Al Furjan,31/10/2025,297.58,299.68,75.4,76.9,304,229,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,01/11/2025,363.67,367.37,97.0,95.0,304,295,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,02/11/2025,348.53,345.19,90.7,88.5,304,276,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,03/11/2025,338.41,348.06,87.5,91.2,304,266,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,04/11/2025,319.26,334.25,86.7,83.6,304,264,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,05/11/2025,343.04,354.98,89.9,85.7,304,273,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,06/11/2025,351.44,367.09,93.1,91.5,304,283,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,07/11/2025,348.38,369.04,97.0,95.0,304,295,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,08/11/2025,342.18,388.84,94.5,95.0,304,287,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,09/11/2025,333.74,362.52,87.8,84.5,304,267,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,10/11/2025,357.99,364.11,91.9,90.4,304,279,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,11/11/2025,326.9,360.71,90.2,89.3,304,274,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,12/11/2025,311.73,333.91,96.8,93.7,304,294,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,13/11/2025,337.68,352.74,90.4,91.6,304,275,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,14/11/2025,345.45,359.99,96.9,95.0,304,295,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,15/11/2025,336.95,361.87,97.0,95.0,304,295,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,16/11/2025,328.78,350.38,89.1,88.1,304,271,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,17/11/2025,298.86,349.15,85.5,84.1,304,260,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,18/11/2025,326.69,348.27,92.2,95.0,304,280,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,19/11/2025,347.13,338.33,92.0,90.2,304,280,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,20/11/2025,336.33,367.45,90.5,89.3,304,275,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,21/11/2025,319.74,342.16,97.0,95.0,304,295,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,22/11/2025,344.77,370.24,97.0,94.3,304,295,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,23/11/2025,328.99,341.02,95.0,90.3,304,289,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,24/11/2025,315.4,356.29,89.4,85.4,304,272,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,25/11/2025,320.41,345.55,95.6,93.3,304,291,High season driven by tourism and favorable weather conditions. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
